label,line,borough,_page,Month,Year,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
Total fare collections (Elevated Lines),,Bronx,6,,,347438623.0,327858103.0,293691687.0,247610919.0,220600747.0,214967958.0,217403415.0,213328838.0,200045482.0,169414401.0
,"Brooklyn, Atlantic Avenue to Borough Hall",,7,,,44989095.0,42896597.0,40188889.0,35764013.0,33589513.0,32872243.0,33760110.0,20578580.0,37819025.0,25927147.0
,"Manh., East, South Ferry to Grand Central",,7,,,149690421.0,145025234.0,134194868.0,124925195.0,123434414.0,130827524.0,122192280.0,121235106.0,115830051.0,112614456.0
,"Manh., West, Times Square to 96th Street",,7,,,84263459.0,91190792.0,86023056.0,77440412.0,77584096.0,75621516.0,78942814.0,77657448.0,75035907.0,75336500.0
,"Manh., Upper Broadway to 225th Street",,7,,,68018375.0,67985645.0,65446076.0,51550888.0,48449170.0,48289805.0,48545918.0,47167221.0,45476158.0,45070691.0
,"Bronx, Broadway, 231st St. to 242d St.",,7,,,6692355.0,6653346.0,6548460.0,5063288.0,6087231.0,6163725.0,6378659.0,6153628.0,5869286.0,5932264.0
,"Manhattan, Lenox Avenue Branch",,7,,,34827016.0,33126946.0,30190886.0,36021636.0,25091180.0,24612762.0,34493803.0,45071124.0,46629626.0,46057658.0
,"Bronx, West Farms Branch",,7,,,54642587.0,54231225.0,51522812.0,47562994.0,47639472.0,47130703.0,48012062.0,1703601.0,998550.0,755458.0
,Miscellaneous ticket sales,,7,,,29517.0,26140.0,276162.0,258992.0,229032.0,193056.0,941711.0,,,
,Total,,7,,,453416817.0,442375782.0,414179729.0,369986807.0,361494114.0,357710854.0,362252312.0,356197685.0,339481377.0,333455710.0
,"Seventh Ave. Line, Times Sq. to Borough Hall",,7,,,188320999.0,183799820.0,170910945.0,147816455.0,140196202.0,136701300.0,138483114.0,136097182.0,128634660.0,120666370.0
,Lexington Avenue Line (net),,7,,,204057675.0,204457774.0,195756973.0,185765011.0,175415390.0,172152641.0,175856475.0,172696118.0,167609729.0,157503510.0
,White Plains Road Line (net),,7,,,17190625.0,18243737.0,15671938.0,18836827.0,19053526.0,19076161.0,19267181.0,16650328.0,18650328.0,
,Eastern Parkway Line (Brooklyn),,7,,,69873276.0,70346033.0,67817707.0,64270462.0,65700834.0,67410373.0,69604810.0,68009652.0,65733904.0,65113210.0
,Queensboro Subway (net),,7,,,53783494.0,54077775.0,52123068.0,50326751.0,48428862.0,47697940.0,49253583.0,48007036.0,44946940.0,47436820.0
,Total,,7,,,533255969.0,530927138.0,505379931.0,466518396.0,449802814.0,443038335.0,451964729.0,443450311.0,434699152.0,422893040.0
,"Total, Subway Division",,7,,,986672386.0,973302920.0,919459670.0,836505303.0,810396828.0,800749160.0,814217041.0,799647996.0,764180529.0,756851753.0
,Second Avenue Line (gross),,7,,,58814480.0,56936848.0,51762657.0,46136994.0,40627433.0,39059773.0,40178816.0,39345116.0,37836918.0,27908020.0
,Third Avenue Line (gross),,7,,,131804913.0,123507074.0,110416825.0,95628812.0,85772957.0,84795448.0,85712879.0,85110275.0,79910216.0,73992860.0
,Sixth Avenue Line (gross),,7,,,122892328.0,116822845.0,104012009.0,84994943.0,74858678.0,73244540.0,74841917.0,72841917.0,65907866.0,59809240.0
,Ninth Avenue Line,,7,,,33928902.0,31101836.0,27499796.0,20850070.0,18301679.0,17867893.0,17669003.0,17584669.0,16390488.0,16907720.0
,"Total, Elevated Division",,7,,,347438623.0,327368103.0,293691687.0,247610919.0,230600747.0,214967058.0,217403815.0,211235838.0,200045482.0,169414401.0
,"Grand Total, Subway and Elevated Divisions",,7,,,1334110909.0,1300671023.0,1213151357.0,1084116122.0,1030897075.0,1015717127.0,1031620856.0,1010973834.0,964226011.0,926266154.0
,,,7,,,644491832.0,630533594.0,590552710.0,525548438.0,511968481.0,502913599.0,507800537.0,499247647.0,479523513.0,474313223.0
,,,7,,,178820618.0,182065450.0,176416885.0,166534029.0,167373863.0,166469670.0,169882038.0,167815557.0,161970493.0,149530689.0
,,,7,,,124904021.0,124320714.0,117239281.0,105285253.0,106867175.0,107089401.0,109512270.0,105251036.0,99295382.0,96994151.0
,,,7,,,89704097.0,69678028.0,87152093.0,64879579.0,83244173.0,61361436.0,43730230.0,51001380.0,48021909.0,61334283.0
,,,7,,,333420.0,305173.0,812637.0,292283.0,858631.0,317501.0,3114741.0,4072358.0,2350847.0,3178133.0
,,,7,,,-51581703.0,-33620033.0,-33343937.0,-30627876.0,-18140995.0,-17302958.0,-17322775.0,-17340983.0,-16987115.0,-16998725.0
,,,7,,,986672386.0,973302920.0,919459670.0,836505303.0,810396828.0,800749160.0,814217041.0,799647996.0,764180529.0,756851753.0
,,,7,,,276404700.0,255051495.0,227420531.0,187514292.0,166693104.0,162992599.0,163030540.0,157908969.0,150313956.0,121670903.0
,,,7,,,49351978.0,47692914.0,43943790.0,39397815.0,35684544.0,34703661.0,35529765.0,34780935.0,31912119.0,30184930.0
,,,7,,,100248.0,103561.0,83429.0,61936.0,82104.0,69450.0,1020135.0,1394022.0,833392.0,659843.0
,,,7,,,-21581703.0,-33620033.0,-33343937.0,-30627876.0,-18140995.0,-17302958.0,-17322775.0,-17340983.0,-16987115.0,-16998725.0
,,,7,,,347438623.0,327368103.0,293691687.0,247610919.0,230600747.0,214967058.0,217403815.0,211235838.0,200045482.0,169414401.0
,,,7,,,1334110909.0,1300671023.0,1213151357.0,1084116122.0,1030897075.0,1015717127.0,1031620856.0,1010973834.0,964226011.0,926266154.0
Times Square,,Manhattan,7,,,53104239.0,56942885.0,53828651.0,46564556.0,44685979.0,44436817.0,44640371.0,44792482.0,43235596.0,43039590.0
Grand Central,,Manhattan,7,,,60911189.0,50155122.0,46052297.0,41926470.0,41418891.0,40530172.0,41377423.0,42077019.0,41926197.0,40318240.0
Borough Hall,,Brooklyn,7,,,15642132.0,14929396.0,14022630.0,12819584.0,11699314.0,11358475.0,11353633.0,10606716.0,9602153.0,9134881.0
BROOKLYN BRIDGE STATIONS,,Brooklyn,8,,,18800180.0,11635081.0,8084856.0,7695195.0,7050860.0,6778893.0,6885825.0,6718187.0,4782611.0,4888690.0
Park Row,,Brooklyn,8,,,10676556.0,9650299.0,7265783.0,6020628.0,5225831.0,4803139.0,3980571.0,3875895.0,3167331.0,3480425.0
Sands Street,,Brooklyn,8,,,3132624.0,1694722.0,1758529.0,1614728.0,1642505.0,1403139.0,,,,
FULTON STREET LINE,,Brooklyn,8,,,49055949.0,47185441.0,44430579.0,40612180.0,89442084.0,88004703.0,83744840.0,84108556.0,81923888.0,
Fulton Ferry,,Brooklyn,8,,,53265.0,36371.0,25011.0,18254.0,,,986500.0,909163.0,892714.0,834920.0
Court Street,,Brooklyn,8,,,1631728.0,1829709.0,1841460.0,1183456.0,1055294.0,,,775011.0,874685.0,861303.0
Myrtle Avenue,,Brooklyn,8,,,1309693.0,1221770.0,1121050.0,1047010.0,1189776.0,1088457.0,1029763.0,881491.0,761898.0,748016.0
Hooper Place,,Brooklyn,8,,,1315703.0,1285859.0,1356177.0,,,94774.0,28216.0,,,
Elm Place,,Brooklyn,8,,,576519.0,,,28456.0,26941.0,,2325413.0,1961904.0,1721269.0,1680411.0
Duffield Street,,Brooklyn,8,,,3857503.0,3682943.0,3302197.0,3726990.0,2496801.0,,479989.0,431338.0,405962.0,414264.0
Flatbush Avenue,,Brooklyn,8,,,458479.0,454981.0,437765.0,361053.0,366511.0,382660.0,384065.0,410426.0,286853.0,383572.0
Lafayette Avenue,,Brooklyn,8,,,710413.0,803619.0,489043.0,413484.0,534946.0,994210.0,1052530.0,441707.0,396934.0,
Cumberland Street,,Brooklyn,8,,,811800.0,733868.0,643868.0,811005.0,637460.0,671400.0,683209.0,874990.0,836741.0,801175.0
Vanderbilt Avenue,,Manhattan,8,,,968891.0,993163.0,877640.0,886954.0,777860.0,,1445156.0,1448456.0,1503184.0,1244080.0
Grand Avenue,,Brooklyn,8,,,2158427.0,2052169.0,1867725.0,1629196.0,1549774.0,1643265.0,1426412.0,1093646.0,1013989.0,990794.0
Franklin Avenue,,Brooklyn,8,,,2104543.0,1991650.0,1850753.0,1616834.0,1493780.0,1208381.0,1154995.0,947062.0,811536.0,803791.0
Nostrand Avenue,,Manhattan,8,,,1824000.0,1522820.0,1450806.0,1453406.0,1193780.0,1453088.0,,,950182.0,971941.0
Tompkins Avenue,,Brooklyn,8,,,1713732.0,1622910.0,1601335.0,1457877.0,1453865.0,1455038.0,1167825.0,862095.0,815012.0,797060.0
Troy Avenue,,Brooklyn,8,,,1617796.0,1569300.0,1408365.0,1456109.0,1409875.0,1351204.0,1307498.0,904593.0,825437.0,793129.0
Reid Avenue,,Manhattan,8,,,1538405.0,1500131.0,1638640.0,1493010.0,1409875.0,1320080.0,,814535.0,689270.0,844129.0
Ralph Avenue,,Brooklyn,8,,,1350426.0,1583542.0,1616403.0,1427722.0,1343935.0,,953405.0,931603.0,849231.0,849941.0
Saratoga Avenue,,Brooklyn,8,,,1201995.0,1193142.0,1070817.0,987165.0,3245823.0,2215450.0,3212964.0,2013365.0,1349846.0,420250.0
Rockaway Avenue,,Brooklyn,8,,,3809058.0,,812256.0,488275.0,485405.0,678572.0,1220606.0,1183619.0,1155601.0,1162383.0
Hinsdale Street,,Brooklyn,8,,,552968.0,785659.0,,,1234474.0,1212635.0,1301169.0,1189943.0,1246528.0,1296809.0
Pennsylvania Avenue,,Brooklyn,8,,,1379004.0,1365628.0,1320418.0,1830229.0,1316303.0,1295769.0,,,1415699.0,1435854.0
Van Siclen Avenue,,Brooklyn,8,,,1644901.0,1490467.0,1407179.0,1632413.0,1604294.0,1460187.0,1266210.0,1237832.0,1202817.0,1202678.0
Linwood Street,,Brooklyn,8,,,904963.0,1678693.0,1614283.0,1804903.0,,1350156.0,1125212.0,1101746.0,1053149.0,
Montauk Avenue,,Brooklyn,8,,,1554596.0,1495438.0,1401263.0,1069492.0,1103802.0,1105619.0,606981.0,643437.0,613963.0,521327.0
Chestnut Street,,Brooklyn,8,,,1279390.0,1056690.0,1057179.0,617971.0,943770.0,613474.0,,,1059111.0,1044613.0
Crescent Street,,Brooklyn,8,,,704202.0,683293.0,647630.0,,1377063.0,1179448.0,1201631.0,1121142.0,,
Crescent Street (City Line),,Brooklyn,8,,,1295655.0,1281272.0,1203179.0,1130096.0,759478.0,761427.0,799740.0,694483.0,924010.0,926553.0
Grant Avenue (City Line),,Brooklyn,8,,,1392305.0,1266178.0,823403.0,810212.0,,945198.0,,,756264.0,765910.0
Hudson Street (80th Street),,Brooklyn,8,,,1157013.0,1104632.0,1049846.0,983969.0,963514.0,2447989.0,2487965.0,2489204.0,1965993.0,1821952.0
Boyd Ave. (88th Street),,Brooklyn,8,,,1786328.0,1826004.0,1817456.0,1208903.0,2411046.0,1173058.0,1176637.0,1471159.0,1754260.0,
Rockaway Blvd. (96th Street),,Brooklyn,8,,,1760079.0,1989079.0,1927156.0,1411483.0,1104405.0,1172058.0,1335890.0,1195115.0,1087163.0,1050039.0
Oxford Avenue (104th Street),,Brooklyn,8,,,1345778.0,1261697.0,1200857.0,1128035.0,1167440.0,,3478614.0,3165417.0,2776984.0,2690149.0
Greenwood Avenue (111th Street),,Brooklyn,8,,,4388865.0,4243281.0,,3624091.0,2631003.0,3467628.0,,,,
Lefferts Avenue (119th Street),,Brooklyn,8,,,,49665072.0,49822010.0,40849728.0,45594961.0,46085825.0,47800128.0,44074023.0,87460517.0,
LEXINGTON AVENUE (JAMAICA) LINE,,Manhattan,8,,,81791833.0,,,,,,,,,
High Street,,Manhattan,8,,,72952.0,61871.0,57058.0,6211.0,,,5580034.0,2205104.0,1509615.0,1844804.0
Adams Street,,Manhattan,8,,,3479163.0,3325807.0,3062430.0,,1930889.0,1342081.0,1831464.0,796010.0,563617.0,573782.0
Bridge Street,,Manhattan,8,,,2771584.0,2588307.0,3137849.0,1955460.0,,,336619.0,758931.0,660487.0,594107.0
Navy Street,,Manhattan,8,,,909315.0,877040.0,847172.0,741174.0,771699.0,774472.0,844265.0,,,484660.0
Vanderbilt Avenue,,Manhattan,8,,,931020.0,990587.0,836256.0,774899.0,819090.0,836988.0,831099.0,860265.0,807453.0,288854.0
Washington Avenue,,Manhattan,8,,,992137.0,998696.0,883000.0,877337.0,805860.0,891958.0,411439.0,399779.0,278627.0,265891.0
Myrtle and Grand Avenues,,Manhattan,8,,,460579.0,908696.0,440886.0,899896.0,880051.0,391958.0,,,387037.0,189470.0
De Kalb Avenue,,Manhattan,8,,,492659.0,453982.0,820112.0,291480.0,294005.0,296310.0,314251.0,388769.0,280764.0,239976.0
Greene Avenue,,Manhattan,8,,,855362.0,514924.0,479093.0,435202.0,700372.0,664498.0,604640.0,611204.0,459401.0,380198.0
Franklin Avenue,,Brooklyn,8,,,915706.0,726040.0,673731.0,666666.0,659191.0,647173.0,682756.0,587016.0,660598.0,569033.0
Nostrand Avenue,,Manhattan,8,,,943303.0,742090.0,706605.0,686537.0,687840.0,680025.0,846645.0,765532.0,665085.0,
Tompkins Avenue,,Brooklyn,8,,,1090281.0,1020278.0,943100.0,661984.0,663432.0,633872.0,553909.0,523536.0,,
Sumner Avenue,,Brooklyn,8,,,728836.0,688024.0,650819.0,,,,,,,
Reid Avenue,,Manhattan,8,,,,,,,,,,,3960131.0,2923285.0
Gates Avenue,,Manhattan,8,,,4020453.0,3699603.0,3431976.0,2167895.0,3127667.0,3093699.0,3108755.0,3056658.0,,
Halsey Street,,Manhattan,8,,,3293377.0,3049795.0,2790855.0,2601742.0,2517074.0,2482471.0,3564903.0,2532490.0,2475802.0,2423500.0
Chauncey Street,,Manhattan,8,,,2288081.0,2129496.0,1980853.0,1773850.0,1696999.0,1663065.0,1684367.0,1487292.0,1442302.0,1395100.0
Eastern Parkway,,Brooklyn,8,,,819929.0,861048.0,816534.0,744260.0,730531.0,720214.0,750556.0,563591.0,560867.0,684789.0
Alabama Avenue,,Brooklyn,8,,,808527.0,811334.0,789631.0,742746.0,697825.0,686753.0,,,,
Van Siclen Avenue,,Brooklyn,8,,,1223986.0,1311697.0,1178269.0,1080312.0,1072148.0,1082141.0,1126518.0,1050449.0,1005682.0,1010044.0
Cleveland Street,,Brooklyn,8,,,1275003.0,1230201.0,1214253.0,1144530.0,1129147.0,1139678.0,1139858.0,1065832.0,1080516.0,1011598.0
Norwood Avenue,,Brooklyn,8,,,1310440.0,1344673.0,1292264.0,1179339.0,1126948.0,1099393.0,1214277.0,1182563.0,1153623.0,1155888.0
Crescent Street,,Brooklyn,8,,,1719650.0,1617343.0,1562864.0,1505318.0,1505766.0,1507543.0,1501485.0,1450520.0,1401771.0,1308707.0
Cypress Hills,,Brooklyn,8,,,604528.0,674949.0,608684.0,534502.0,582803.0,601430.0,,980640.0,1227319.0,1177631.0
Elderts Lane,,Brooklyn,8,,,,,,,,,974095.0,,,
Forest Parkway,,Brooklyn,8,,,1825194.0,1774677.0,1778576.0,1729025.0,1718254.0,1709616.0,1801069.0,1699314.0,1638345.0,1625327.0
Woodhaven Boulevard,,Brooklyn,8,,,1653893.0,1673786.0,1729947.0,1705863.0,1787355.0,1786400.0,1308996.0,1147280.0,1121904.0,1124360.0
102nd Street,,Brooklyn,8,,,,,,,1401850.0,1183690.0,,,1290896.0,1268963.0
111th Street,,Brooklyn,8,,,1352475.0,1823435.0,1895661.0,1436671.0,1518080.0,1638924.0,1595253.0,1516248.0,1290896.0,
121st Street,,Brooklyn,8,,,1182621.0,1165128.0,1205488.0,,948796.0,,,,,
Metropolitan Avenue,,Brooklyn,8,,,,,,1584607.0,645796.0,644735.0,668056.0,605773.0,502238.0,499619.0
Queens Boulevard,,Queens,8,,,718915.0,721634.0,775337.0,682894.0,691465.0,673511.0,727133.0,677220.0,381437.0,190038.0
Sutphin Blvd. (L.I.R.R. depot),,Queens,8,,,2670407.0,2998154.0,3063495.0,3581266.0,3448109.0,3170314.0,3218377.0,2504116.0,1802150.0,1780460.0
169th Street,,Queens,8,,,3762311.0,4005349.0,4420054.0,4892154.0,5080420.0,5269906.0,2799294.0,3891265.0,2207219.0,13608888.0
MYRTLE AVENUE LINE,,Brooklyn,8,,,20080917.0,20001631.0,18726388.0,,16301479.0,16260344.0,16730460.0,16735360.0,14498049.0,
Franklin Avenue,,Brooklyn,8,,,,,,16221106.0,,,,,,
Park Avenue,,Brooklyn,8,,,1208640.0,1234821.0,,823085.0,831892.0,826905.0,879846.0,560037.0,662428.0,688277.0
Classon Avenue,,Brooklyn,8,,,1335407.0,1312991.0,1344647.0,,,1059219.0,1134758.0,1096856.0,1098723.0,1054943.0
Tompkins Avenue,,Brooklyn,8,,,1665869.0,1582474.0,1431888.0,636891.0,848314.0,816161.0,849821.0,857452.0,675018.0,601909.0
Sumner Avenue,,Brooklyn,8,,,993609.0,,,,,,,,,
Central Avenue,,Brooklyn,8,,,1402685.0,1812518.0,1327164.0,1113218.0,1084420.0,1037281.0,1063897.0,1071834.0,1009546.0,1434924.0
Knickerbocker Avenue,,Brooklyn,8,,,1743039.0,1779553.0,1682264.0,1601068.0,1600220.0,1490560.0,1475153.0,1574815.0,1427318.0,
Wyckoff Avenue,,Brooklyn,8,,,2623010.0,2267441.0,2033708.0,1745008.0,1674554.0,1627646.0,1623747.0,1595940.0,1482882.0,1437441.0
Seneca Avenue,,Brooklyn,8,,,1349988.0,1212410.0,1072956.0,930553.0,953949.0,902667.0,949182.0,,,
Forest Avenue,,Brooklyn,8,,,2425622.0,2361064.0,2158944.0,2073866.0,2032548.0,2039888.0,2101358.0,2013183.0,1886179.0,1834945.0
Fresh Pond,,Brooklyn,8,,,2453683.0,2531144.0,2395104.0,2922523.0,2954429.0,2871388.0,2903881.0,2847261.0,2700034.0,2024613.0
Metropolitan Avenue,,Brooklyn,8,,,2409118.0,2553303.0,2661928.0,2469445.0,2578937.0,2349008.0,2570438.0,2370605.0,,
BROADWAY (BROOKLYN STATION),,Brooklyn,8,,,,,,,,,4445028.0,4201531.0,3862461.0,4728155.0
Hewes Street,,Brooklyn,8,,,4413303.0,4329456.0,4316205.0,4370907.0,4512479.0,4499628.0,,,,
Lorimer Street,,Brooklyn,8,,,3117641.0,3056971.0,2833100.0,2702834.0,2743289.0,2731528.0,2240060.0,2151076.0,1745429.0,1637710.0
Marcy Avenue,,Brooklyn,8,,,,,,,,,2634479.0,2657623.0,2424553.0,2295152.0
Myrtle Avenue,,Brooklyn,8,,,3028800.0,3586265.0,3256888.0,3000728.0,2936492.0,3790674.0,2834479.0,,,
Mushroom Avenue,,Brooklyn,8,,,4142227.0,3678418.0,3631867.0,4817988.0,3515148.0,3521010.0,1549403.0,1665811.0,1504972.0,1460303.0
CANARSIE LINE,,Brooklyn,8,,,18870474.0,11635193.0,10786965.0,9941896.0,9726683.0,9368891.0,2009808.0,9297598.0,9772819.0,
Sutter Avenue,,Brooklyn,8,,,3336140.0,3195824.0,2919432.0,2670878.0,2695101.0,,1835461.0,1782033.0,1691121.0,1679983.0
Livonia Avenue,,Brooklyn,8,,,2993928.0,2803138.0,2638188.0,2449190.0,2855161.0,1795840.0,1921326.0,1860599.0,1765930.0,1741200.0
New Lots Avenue,,Brooklyn,8,,,2300538.0,3165689.0,2049964.0,1935690.0,1924005.0,1378316.0,,,,
East 105th Street,,Brooklyn,8,,,197474.0,207298.0,239455.0,,,,,,,
Rockaway Parkway,,Brooklyn,8,,,4016281.0,3805146.0,3467117.0,3141035.0,3125730.0,3032960.0,3089057.0,2991968.0,2899403.0,2834286.0
BROADWAY-FOURTH AVENUE LINE,,,9,,,856807818.0,843004768.0,881641422.0,805176455.0,827106451.0,823108814.0,826707899.0,889829010.0,878874180.0,870019854.0
Queens Plaza,,Queens,9,,,,,,,,2790955.0,3590092.0,2902579.0,2676067.0,2776857.0
"BROADWAY LINE, MANHATTAN",,Manhattan,9,,,160905105.0,163828167.0,176685808.0,164149140.0,163165064.0,161104785.0,,3459952.0,4140532.0,4094628.0
Lexington Avenue,,Manhattan,9,,,6204618.0,6278139.0,6034649.0,4704458.0,4531966.0,3004778.0,8322490.0,3326931.0,3263810.0,3077120.0
Fifth Avenue,,Manhattan,9,,,4016079.0,4091905.0,3704499.0,3586894.0,3310876.0,6402053.0,,10180367.0,8850290.0,9673180.0
57th Street,,Manhattan,9,,,5650120.0,8148104.0,7565061.0,6960945.0,6725147.0,,10602548.0,10434369.0,9898290.0,9058502.0
49th Street,,Manhattan,9,,,11282751.0,10691079.0,9833612.0,9261985.0,8716967.0,10066652.0,,23090802.0,31583887.0,31082181.0
Times Square,,Manhattan,9,,,30584453.0,33264776.0,30484499.0,34505969.0,35501634.0,27887977.0,,,,32445029.0
34th Street,,Manhattan,9,,,10583928.0,30632776.0,29297882.0,27680115.0,27805121.0,,5868489.0,5320522.0,4942845.0,4993317.0
28th Street,,Manhattan,9,,,6581654.0,6469974.0,5869489.0,5466786.0,5133404.0,3926515.0,,9680188.0,9655696.0,9187878.0
23rd Street,,Manhattan,9,,,9590206.0,9791990.0,9100856.0,7994596.0,9597405.0,9668166.0,,34371969.0,38801760.0,10084098.0
22nd Street,,Manhattan,9,,,25915646.0,25948738.0,24930378.0,24041466.0,24549689.0,,6336917.0,5945651.0,5561857.0,8640573.0
Union Square,,Manhattan,9,,,7989485.0,7758790.0,7243991.0,6827198.0,6521372.0,3876695.0,,3873861.0,3435527.0,5564573.0
8th Street,,Manhattan,9,,,4435506.0,4316999.0,3762027.0,4327198.0,4212310.0,4201655.0,4164251.0,,,3643856.0
Prince Street,,Manhattan,9,,,5695957.0,5281806.0,4831903.0,4335803.0,4101818.0,,4662983.0,4364652.0,4147908.0,4185644.0
Canal Street,,Manhattan,9,,,7854229.0,7271738.0,6435584.0,6088284.0,5701967.0,4717491.0,9870874.0,9564551.0,9401764.0,9108482.0
City Hall,,Manhattan,9,,,10750040.0,10474413.0,12376354.0,10705757.0,10021638.0,9610069.0,,,,2616784.0
Cortlandt Street,,Manhattan,9,,,6445795.0,5332970.0,3595911.0,3209717.0,3187105.0,3197060.0,4429809.0,4465903.0,4376847.0,4370609.0
Rector Street,,Manhattan,9,,,3591769.0,6707485.0,6298109.0,5589178.0,5408855.0,4367060.0,,,,
Whitehall Street,,Manhattan,9,,,7088428.0,7580466.0,8114058.0,4688427.0,4803853.0,8822765.0,,13287861.0,16844487.0,16140840.0
CANAL STREET-BROADWAY STATION,,Manhattan,9,,,24353914.0,21160818.0,25079965.0,23155681.0,22516514.0,,8421594.0,7909128.0,8762067.0,6870728.0
CENTRE STREET LOOP,,Manhattan,9,,,12611217.0,11317966.0,10478041.0,,,9040254.0,,,,
Essex Street,,Manhattan,9,,,4033341.0,4146865.0,4628374.0,4130058.0,3907518.0,3840073.0,3724006.0,1977162.0,1712160.0,6121194.0
Bowery,,Manhattan,9,,,2600100.0,2295940.0,2278256.0,2113940.0,2044459.0,6624734.0,6560036.0,6131800.0,5840016.0,5064418.0
Canal Street,,Manhattan,9,,,18079286.0,13043218.0,12153560.0,11282630.0,6944445.0,,,,,
Chambers Street,,Manhattan,9,,,,,8469863.0,8885880.0,8476721.0,8419067.0,9565888.0,5411162.0,4037865.0,4457761.0
NASSAU STREET LOOP,,Manhattan,9,,,,418483.0,4919168.0,5021304.0,4168168.0,4339638.0,4460234.0,4240231.0,3916964.0,3807077.0
Broad Street,,Manhattan,9,,,,793609.0,2536480.0,2807980.0,,,,,,
Fulton Street,,Manhattan,9,,,10818047.0,9809860.0,8580005.0,8808961.0,8228748.0,9190518.0,8527078.0,5814302.0,4628555.0,4397724.0
MONTAGUE STREET TUNNEL CONN.,,Manhattan,9,,,6794841.0,6479354.0,9230606.0,5949756.0,3412803.0,3383458.0,2479753.0,3445294.0,2161155.0,3125314.0
Court Street,,Manhattan,9,,,3411891.0,3737629.0,3827608.0,3264910.0,3549600.0,,,4166167.0,9068938.0,9954616.0
Lawrence Street,,Manhattan,9,,,4111864.0,4884330.0,3503871.0,4807467.0,4564990.0,4886881.0,4638567.0,3654208.0,2883967.0,2279856.0
FLATBUSH AVENUE CONN.,,,9,,,3659684.0,3604759.0,4422888.0,4449800.0,3722836.0,1684142.0,1682402.0,1611959.0,1688869.0,
Atlantic Avenue,,Manhattan,9,,,4159180.0,4563571.0,4531483.0,3650407.0,1633355.0,,,63376216.0,63472016.0,60096181.0
Seventh Avenue,,Manhattan,9,,,69869786.0,64083006.0,69691179.0,64881400.0,65145145.0,,1926890.0,1806373.0,1707355.0,1688861.0
FOURTH AVENUE LINE (BROOKLYN),,Brooklyn,9,,,2981044.0,2941051.0,2542973.0,2633575.0,10927278.0,10486048.0,10723173.0,10125620.0,9221527.0,8777025.0
Myrtle Avenue (Gold Street),,Brooklyn,9,,,11260180.0,11665899.0,11855403.0,11811787.0,,,,,,
De Kalb Avenue,,Brooklyn,9,,,9553132.0,9166088.0,8504961.0,7354020.0,7127095.0,7148029.0,1871803.0,1847161.0,1750201.0,1704831.0
9th Street,,Brooklyn,9,,,2341840.0,2168655.0,1999566.0,1910908.0,2662064.0,2529835.0,2566312.0,3475267.0,2826724.0,2790128.0
Union Street,,Brooklyn,9,,,3003075.0,2778609.0,2126431.0,2063105.0,2102126.0,,,1921727.0,1325724.0,1795246.0
9th Street,,Brooklyn,9,,,2659752.0,2485428.0,2431088.0,2249234.0,,1077728.0,1166918.0,1157014.0,1132859.0,1132421.0
Prospect Avenue,,Brooklyn,9,,,1829652.0,1285787.0,1732741.0,1459874.0,3500625.0,2615912.0,3726718.0,3808239.0,2622329.0,2616160.0
25th Street,,Brooklyn,9,,,1239170.0,4026490.0,3793854.0,,,,,,,
36th Street,,Brooklyn,9,,,3062645.0,2921133.0,2662266.0,2421948.0,2519960.0,2631672.0,3755655.0,3786448.0,2617019.0,2688541.0
45th Street,,Brooklyn,9,,,3553000.0,3133882.0,2384670.0,3047386.0,4198931.0,2969749.0,4093698.0,,,
53rd Street,,Brooklyn,9,,,4922655.0,4026973.0,4417379.0,4098484.0,4075335.0,,,3359259.0,3565565.0,3544390.0
59th Street,,Brooklyn,9,,,4993731.0,4587505.0,3997908.0,4445861.0,3557421.0,3425731.0,3492769.0,3473553.0,3864130.0,3278690.0
Bay Ridge Avenue,,Brooklyn,9,,,3786202.0,4014233.0,3596553.0,3419000.0,3606262.0,,2555189.0,,,
77th Street,,Brooklyn,9,,,3901600.0,3815046.0,3527191.0,3429000.0,3605954.0,2679892.0,,2716111.0,2676068.0,2638532.0
86th Street,,Brooklyn,9,,,2455062.0,2677625.0,2461434.0,2355880.0,,,87793891.0,77713470.0,26679826.0,86718054.0
95th Street,,Brooklyn,9,,,80654640.0,66655550.0,84516004.0,,67838895.0,,,,,
9th Avenue,,Brooklyn,9,,,2983739.0,4226303.0,2092556.0,1962731.0,2003785.0,2045393.0,3003882.0,3382597.0,3223300.0,3184386.0
Fort Hamilton Parkway,,Brooklyn,9,,,4331843.0,4223274.0,3845051.0,3658804.0,3104885.0,3070630.0,3177900.0,3113970.0,3020665.0,3038375.0
50th Street,,Brooklyn,9,,,3505479.0,3229004.0,3084376.0,2351803.0,3120050.0,3291717.0,3266299.0,2929300.0,2751880.0,
55th Street,,Brooklyn,9,,,3500895.0,3520333.0,3409746.0,,,,426041.0,427346.0,399123.0,387257.0
62nd Street,,Brooklyn,9,,,495825.0,487099.0,442294.0,484622.0,3466477.0,3466277.0,2604592.0,3500634.0,2872039.0,3374913.0
71st Street,,Brooklyn,9,,,3290145.0,3271604.0,3248488.0,,,,3744768.0,3720135.0,3580703.0,3620631.0
76th Street,,Brooklyn,9,,,3290899.0,4124318.0,3881104.0,3666864.0,3680691.0,3707811.0,,,,
18th Avenue,,Brooklyn,9,,,2816239.0,2784908.0,2729206.0,2547183.0,2639062.0,3558781.0,2649641.0,2662700.0,2606979.0,2763718.0
