label,segment,_page,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,borough
Kosciusko St.,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727563.0,641529.0,616367.0,654154.0,652040.0,618418.0,630121.0,,,,,,,,,,,,,,,Brooklyn
Myrtle Ave./Broadway,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062803.0,1057206.0,1100268.0,1100500.0,1100500.0,1002388.0,,,,,,,,,,,,,,,,Brooklyn
Flushing Ave.,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200314.0,1121129.0,1133492.0,1287372.0,1361821.0,1209269.0,1204507.0,,,,,,,,,,,,,,,Brooklyn
Lorimer St.,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758175.0,695005.0,658701.0,704141.0,723352.0,683369.0,709705.0,,,,,,,,,,,,,,,Brooklyn
Hewes St.,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755820.0,623744.0,567744.0,559545.0,594545.0,579847.0,466941.0,,,,,,,,,,,,,,,Brooklyn
Marcy Ave.,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800881.0,1660298.0,1594761.0,1711038.0,1751618.0,1638648.0,1623233.0,,,,,,,,,,,,,,,Brooklyn
Segment Total,Jamaica,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17548524.0,15974363.0,14293995.0,13483223.0,13875901.0,13018520.0,12780071.0,,,,,,,,,,,,,,,
Metropolitan Ave.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902184.0,863683.0,820488.0,868824.0,886097.0,869576.0,916562.0,,,,,,,,,,,,,,,Brooklyn
Fresh Pond Rd.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880427.0,871909.0,843559.0,908083.0,906899.0,858591.0,892070.0,,,,,,,,,,,,,,,Brooklyn
Forest Ave.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535869.0,531869.0,510464.0,554793.0,565978.0,542208.0,565856.0,,,,,,,,,,,,,,,Brooklyn
Seneca Ave.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314144.0,309391.0,286428.0,336309.0,332649.0,337175.0,350040.0,,,,,,,,,,,,,,,Brooklyn
Knickerbocker Ave.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623647.0,537098.0,463010.0,469611.0,488824.0,460430.0,463663.0,,,,,,,,,,,,,,,Brooklyn
Central Ave.,Myrtle Ave.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342722.0,307792.0,287149.0,290371.0,293572.0,276148.0,270277.0,,,,,,,,,,,,,,,Brooklyn
Tompkins Ave.,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Nostrand Ave.,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Franklin Ave.,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Grand Avenue (Closed 1/21/53),Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Washington Ave.,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Vanderbilt Ave.,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Conductor's Collections,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Segment Total,Sumner-Vandrbilt Closed 10/3/69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598234.0,3411742.0,3236053.0,3427991.0,3474019.0,3344128.0,3458468.0,,,,,,,,,,,,,,,Brooklyn
DeKalb Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Greene Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Franklin Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Nostrand Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Tompkins Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Sumner Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Reid Ave.,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Conductor's Collections,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Segment Total,Lexington Av El Closed 10/13/50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,Brooklyn
Rockaway Pkwy.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840763.0,1842180.0,1854888.0,1784823.0,1771950.0,1774476.0,1742051.0,,,,,,,,Brooklyn
E. 105 St.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634182.0,664812.0,661824.0,657155.0,679343.0,703360.0,704641.0,,,,,,,,Brooklyn
New Lots Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360156.0,393234.0,407656.0,406900.0,378140.0,393135.0,400103.0,,,,,,,,Brooklyn
Livonia Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208996.0,235765.0,244071.0,262942.0,239352.0,148594.0,166112.0,,,,,,,,Brooklyn
Sutter Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549616.0,607150.0,629453.0,637968.0,575389.0,624831.0,639782.0,,,,,,,,Brooklyn
Atlantic Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149274.0,159562.0,161260.0,165226.0,161685.0,156885.0,154927.0,,,,,,,,Brooklyn
Bushwick Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149425.0,154339.0,158673.0,157779.0,170376.0,180109.0,197716.0,,,,,,,,Brooklyn
Wilson Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444335.0,467015.0,487019.0,497476.0,490876.0,511386.0,555348.0,,,,,,,,Brooklyn
Halsey St.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813413.0,853840.0,878923.0,893981.0,927776.0,987220.0,1024680.0,,,,,,,,Brooklyn
DeKalb Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081838.0,1133475.0,1175022.0,1212017.0,1285276.0,1396945.0,1513306.0,,,,,,,,Brooklyn
Jefferson St.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736927.0,762778.0,797508.0,809850.0,839055.0,877217.0,898120.0,,,,,,,,Brooklyn
Morgan Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435504.0,466358.0,466461.0,484746.0,511473.0,551467.0,589182.0,,,,,,,,Brooklyn
Montrose Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577081.0,603809.0,679460.0,670016.0,698456.0,753406.0,850598.0,,,,,,,,Brooklyn
Grand St.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672584.0,693904.0,697435.0,703156.0,728317.0,755641.0,781449.0,,,,,,,,Brooklyn
Graham Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949506.0,937397.0,951024.0,945217.0,950687.0,1005049.0,1043193.0,,,,,,,,Brooklyn
Bedford Ave.,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283291.0,1323910.0,1459186.0,1508503.0,1601708.0,1691557.0,1846976.0,,,,,,,,Brooklyn
Conductor's Collections,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Brooklyn
Segment Total,Canarsie,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10905391.0,11287438.0,11709863.0,11798116.0,12009853.0,12501278.0,13104384.0,,,,,,,,Brooklyn
168 St. (Closed 9/11/77),Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Queens
160 St. (Closed 9/11/77),Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Queens
Sutphin Blvd.-LIRR (Closed 9/11/77),Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Queens
Queens Blvd. (Closed 4/15/85),Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396770.0,388677.0,386761.0,107256.0,0.0,0.0,0.0,,,,,,,,Queens
Metropolitan Ave. (Closed 4/15/85),Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163162.0,151531.0,137888.0,38588.0,0.0,0.0,0.0,,,,,,,,Queens
121 St.,Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293818.0,279690.0,265631.0,302070.0,325109.0,310803.0,302800.0,,,,,,,,Queens
111 St.,Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265497.0,237114.0,221464.0,234096.0,247611.0,236618.0,211697.0,,,,,,,,Queens
104-102 Sts.,Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260879.0,251979.0,252742.0,240419.0,249448.0,254726.0,250331.0,,,,,,,,Queens
Woodhaven Blvd.,Jamaica,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379140.0,374188.0,361418.0,343315.0,355974.0,338312.0,322503.0,,,,,,,,Queens
