label,segment,_page,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,borough
125 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
121 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
117 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
111 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
105 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
99 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
92 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
86 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
80 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
72 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
65 St.,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
Segment Total,2 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan
151 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
145 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
140 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
135 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
130 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
125 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
116 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
110 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
104 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
99 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
93 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
86 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
81 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
72 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
66 St.,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
Segment Total,9 Av Elevated Closed 6/11/40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn
Dyre Ave.,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799602.0,760471.0,743898.0,721033.0,715401.0,717372.0,732866.0,Bronx
Baychester Ave.,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622557.0,560244.0,456228.0,552132.0,597104.0,609949.0,674581.0,Bronx
Gun Hill Rd.,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168578.0,1051025.0,1133988.0,1125845.0,1128570.0,1128650.0,1163799.0,Bronx
Pelham Pkwy.,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417178.0,413097.0,427113.0,412262.0,395045.0,410343.0,444787.0,Bronx
Morris Park,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270814.0,267560.0,175013.0,199028.0,256761.0,285979.0,315777.0,Bronx
Conductor's Collections,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bronx
Segment Total,Dyre Ave. Opened 5/15/41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278729.0,3052397.0,2936241.0,3010300.0,3092881.0,3152293.0,3331810.0,Bronx
Pelham Bay Park,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158061.0,1204714.0,1153780.0,1052486.0,1077346.0,1124072.0,1159632.0,Bronx
Buhre Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646067.0,619021.0,579273.0,553354.0,572026.0,600543.0,613542.0,Bronx
Middletown Rd.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368430.0,360033.0,327256.0,325018.0,333061.0,344119.0,351400.0,Bronx
Westchester Square,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816677.0,759761.0,714889.0,694593.0,730727.0,820019.0,830644.0,Bronx
Zerega Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375823.0,358195.0,341620.0,383160.0,383193.0,412664.0,432589.0,Bronx
Castle Hill Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353221.0,1353072.0,1333973.0,1292432.0,1333143.0,1385303.0,1391306.0,Bronx
E. 177 St./Parkchester,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199831.0,3079879.0,3019422.0,3105994.0,3164533.0,3256371.0,3219510.0,Bronx
St. Lawrence Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035216.0,970151.0,986898.0,943253.0,950424.0,959071.0,979171.0,Bronx
Morrison/Soundview Aves.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439862.0,1410361.0,1346044.0,1297098.0,1306253.0,1379309.0,1376731.0,Bronx
Elder Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273030.0,1253086.0,1223148.0,1186590.0,1198078.0,1264245.0,1283162.0,Bronx
Whitlock Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167876.0,173512.0,152891.0,167097.0,212026.0,233699.0,234301.0,Bronx
Hunts Pt. Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896564.0,1735480.0,1640836.0,1599941.0,1706635.0,1830997.0,1805671.0,Bronx
Longwood Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533439.0,492335.0,521424.0,491939.0,524087.0,559341.0,553704.0,Bronx
E. 149 St.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451779.0,455238.0,532487.0,532487.0,438273.0,652960.0,652960.0,Bronx
E. 143 St.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131679.0,117376.0,110548.0,124441.0,138106.0,155231.0,165404.0,Bronx
Cypress Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516998.0,456172.0,420164.0,448950.0,487479.0,543406.0,554048.0,Bronx
Brook Ave.,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183266.0,1060955.0,1027049.0,1100978.0,1004625.0,1046538.0,1042877.0,Bronx
Segment Total,Pelham,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16547813.0,15858144.0,15397679.0,15171125.0,15717373.0,16582202.0,16646652.0,Bronx
168 St./Broadway,Manh. Transfer,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245146.0,4020535.0,3931555.0,3941475.0,4145903.0,4356079.0,4399663.0,Manhattan
Segment Total,Manh. Transfer,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245146.0,4020535.0,3931555.0,3941475.0,4145903.0,4356079.0,4399663.0,Manhattan
161 St./Yankee Stadium,South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473021.0,4493688.0,4456813.0,4506654.0,4797366.0,4869073.0,4902099.0,Bronx
149 St./Grand Concourse,South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861955.0,1792828.0,1732665.0,1757934.0,1840382.0,1923537.0,1908611.0,Bronx
3 Ave./149 St. (El sta. closed 4/28/73),South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734264.0,2728468.0,2578991.0,2561877.0,2587151.0,2562809.0,2656247.0,Bronx
143 St./3 Av. El (Closed 5/11/55),South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bronx
138 St./3 Av. El (Closed 5/11/55),South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bronx
133 St./3 Av. El (Closed 5/11/55),South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bronx
3 Ave./138 St.,South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191335.0,1151279.0,1085268.0,1051517.0,1073841.0,1090670.0,1105432.0,Bronx
138 St./Grand Concourse,South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371740.0,373942.0,345076.0,349867.0,377535.0,393721.0,380141.0,Bronx
Segment Total,South Bronx CBD,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10632315.0,10540202.0,10198813.0,10234849.0,10676275.0,10839814.0,10952530.0,Bronx
,N. Manhattan & Bronx Sector Total,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206459263.0,192042991.0,192733474.0,197166932.0,205492436.0,216673371.0,222004081.0,
Ditmars Blvd-Astoria,Astoria,20,4853737.0,4872034.0,4705848.0,4614113.0,4350513.0,4284650.0,4460509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Astoria Blvd.,Astoria,20,2641829.0,2585783.0,2548921.0,2376641.0,2128175.0,2095574.0,2244084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
30 Ave.,Astoria,20,3942152.0,3613824.0,3458244.0,3312007.0,3112722.0,3091712.0,3165448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Broadway,Astoria,20,3507298.0,3369979.0,3337421.0,3227240.0,3104423.0,3054198.0,3159198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 Ave.,Astoria,20,2110946.0,2043254.0,2033064.0,2014228.0,1900920.0,1833108.0,1839962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Astoria,20,17055962.0,16484874.0,16083498.0,15544229.0,14596753.0,14359242.0,14869201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
179 St. (Opened 12/11/50),Queens Blvd.,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
169 St.,Queens Blvd.,20,12866968.0,12697071.0,13081298.0,12446193.0,11942093.0,11704210.0,12402346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Parsons Blvd.,Queens Blvd.,20,3338138.0,5590906.0,7898798.0,8724818.0,8136952.0,7892682.0,8501557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Queens Blvd.,20,3866671.0,3888762.0,4294776.0,4288449.0,3980559.0,3974948.0,4205806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Van Wyck Blvd.,Queens Blvd.,20,881132.0,1039959.0,1054949.0,873524.0,781882.0,760819.0,860558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Union Turnpike,Queens Blvd.,20,5671683.0,5900440.0,7185175.0,7531625.0,7412465.0,7354495.0,7766220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
World's Fair (Open 5/11-10/27/40),Queens Blvd.,20,2847123.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
75 Ave.,Queens Blvd.,20,1238473.0,1260511.0,1349239.0,1371819.0,1271401.0,1264700.0,1261105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
71-Continental Aves.,Queens Blvd.,20,3469203.0,4095971.0,4861550.0,5337409.0,5114218.0,5157990.0,5429241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
67 Ave.,Queens Blvd.,20,579873.0,819416.0,1125300.0,1184991.0,1063423.0,1034202.0,1061170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
63 Dr.,Queens Blvd.,20,1371748.0,1924122.0,2459666.0,2581811.0,2390175.0,2347284.0,2412082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Woodhaven Blvd.,Queens Blvd.,20,3023109.0,3329687.0,3665898.0,3621406.0,3366564.0,3318452.0,3559096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Grand Ave.,Queens Blvd.,20,2124825.0,2314015.0,2630052.0,2813293.0,2710036.0,2741420.0,2790027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Elmhurst Ave.,Queens Blvd.,20,1804102.0,2228916.0,2706965.0,2811081.0,2566821.0,2442344.0,2408331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
65 St.,Queens Blvd.,20,900501.0,960130.0,1043479.0,1063717.0,971590.0,930929.0,978534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Northern Blvd.,Queens Blvd.,20,1715176.0,1885526.0,2144397.0,2260053.0,2215637.0,2232764.0,2453282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Queens Blvd.,20,1730709.0,1877781.0,2049524.0,2106800.0,2677532.0,3029787.0,2707043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Steinway St.,Queens Blvd.,20,3560655.0,3884504.0,4402687.0,4693707.0,4544866.0,4489379.0,4678342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Blvd.,20,49990089.0,53697499.0,61953696.0,63710422.0,61145821.0,60677035.0,63475422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica Center,Archer Ave. Opened 12/11/88,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Sutphin Blvd.,Archer Ave. Opened 12/11/88,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Jamaica/Van Wyck,Archer Ave. Opened 12/11/88,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Archer Ave. Opened 12/11/88,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Main St.,Flushing,20,10418723.0,9946594.0,10849058.0,10766317.0,10275666.0,10102032.0,10625122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Willets Pt/Shea Stadium,Flushing,20,5383449.0,134597.0,151498.0,90718.0,109298.0,126673.0,104815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
111 St.,Flushing,20,1519319.0,1266687.0,1309877.0,1331315.0,1270573.0,1265220.0,1349315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
103 St.,Flushing,20,3409227.0,3227463.0,3359108.0,3287067.0,3087327.0,3092986.0,3255195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Junction Blvd.,Flushing,20,3576310.0,3432758.0,3561737.0,3710278.0,3659111.0,3690152.0,3906241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
90 St./Elmhurst Ave.,Flushing,20,2434525.0,2270447.0,2358207.0,2380229.0,2306534.0,2314823.0,2330791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
82 St./Jackson Hts.,Flushing,20,1672675.0,1293481.0,3402229.0,3519853.0,3053007.0,3074358.0,3381658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
69 St.,Flushing,20,1043726.0,945061.0,919909.0,881959.0,838639.0,829591.0,869529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
61 St.,Flushing,20,3427256.0,3278385.0,3524596.0,3939075.0,3899867.0,3958901.0,4122329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
52 St.,Flushing,20,4560560.0,4461551.0,1472444.0,1472666.0,1401707.0,1365931.0,1420038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
46 St.,Flushing,20,4236619.0,4081689.0,4192079.0,4211040.0,4049425.0,4038959.0,4090978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
40 St.,Flushing,20,3029155.0,2985729.0,3022515.0,2973053.0,2843148.0,2815669.0,2867475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Flushing,20,43711544.0,36324442.0,38118257.0,38384396.0,36794302.0,36675690.0,38123486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
74 St/Roosevelt Ave.,Queens Transfer,20,8592752.0,9548909.0,11254729.0,12357755.0,12116783.0,12478360.0,13479752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Queens Transfer,20,8592752.0,9548909.0,11254729.0,12357755.0,12116783.0,12478360.0,13479752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
39 Ave.,Long Is. City CBD,20,977770.0,1112965.0,1258428.0,1241423.0,836845.0,629605.0,636624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
36 St.,Long Is. City CBD,20,1228098.0,1633374.0,2147267.0,2380961.0,1835908.0,1480357.0,1430549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
33 St.,Long Is. City CBD,20,1421701.0,1805496.0,2184546.0,2283481.0,2079120.0,1799661.0,1681071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queensboro Plaza,Long Is. City CBD,20,6700286.0,6262344.0,6134238.0,5922812.0,5448099.0,5413099.0,5397744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Queens Plaza,Long Is. City CBD,20,3915849.0,4637218.0,5898569.0,6688672.0,6538766.0,6431103.0,6834774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St (Van Alst) Ave./Court Sq.,Long Is. City CBD,20,1797998.0,2216913.0,2866551.0,3262592.0,3325232.0,3344569.0,3582044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
45 Rd./Court House Sq.,Long Is. City CBD,20,1819335.0,1726931.0,2020278.0,2163996.0,2048321.0,2011305.0,1982690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St. (Van Alst),Long Is. City CBD,20,948948.0,1002974.0,1225895.0,1365991.0,1278181.0,1208240.0,1248213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Hunters Pt. Ave.,Long Is. City CBD,20,1597372.0,1509611.0,1641556.0,1816950.0,1813573.0,1732769.0,1735658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Vernon/Jackson Aves.,Long Is. City CBD,20,2748826.0,2519797.0,2675821.0,2848814.0,2799380.0,2678394.0,2783058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Roosevelt Island (Opened 10/29/89),Long Is. City CBD,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
21 St./Queensbridge (Opened 10/29/89),Long Is. City CBD,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Segment Total,Long Is. City CBD,20,23156183.0,24417416.0,28053415.0,29975900.0,28003024.0,26729102.0,27097425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens
Northern Queens Sector Total,,20,142506530.0,140473140.0,155463595.0,159973117.0,152656683.0,150919429.0,157045286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
