label,_page,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,borough
Court Street (from 8/1/20),10,,,,,,,4931249.0,6064220.0,5499440.0,5435747.0,Manhattan
Lawrence Avenue Conn,10,,3088199.0,3058316.0,5677929.0,4165090.0,4606850.0,9488245.0,14832569.0,,4685747.0,Brooklyn
ATBUSH AVENUE CONN,10,,1057298.0,1564228.0,4750452.0,3490432.0,6103601.0,,,,,
Atlantic Avenue (from 8/1/20),10,,1490258.0,1461590.0,1926876.0,1790656.0,1942767.0,1982813.0,2325659.0,2133254.0,2114677.0,Manhattan
Nevins Street (from 8/1/20),10,,,,,,,,3255810.0,1846145.0,1825418.0,Manhattan
URTE AVENUE LINE (BROOKLYN),10,48178978.0,48407180.0,49067236.0,68105641.0,67838316.0,88286676.0,81142616.0,65487810.0,2922583.0,2890213.0,Brooklyn
Myrtle Avenue (Gold Street),10,2527447.0,2627891.0,2330439.0,2614380.0,8354733.0,,12172664.0,12301588.0,12316795.0,12912202.0,Brooklyn
Its Kalb Avenue,10,8899576.0,8626448.0,9552077.0,10681184.0,12141732.0,11971464.0,9504507.0,8575622.0,8570528.0,9094474.0,Brooklyn
Pacific Street,10,10937562.0,8610193.0,7513656.0,7555989.0,8402765.0,,2115866.0,2322015.0,2292408.0,2301233.0,Brooklyn
30th Street,10,3026380.0,3953306.0,4286890.0,5186159.0,5218013.0,3195060.0,3902021.0,3907700.0,3917388.0,3637605.0,Brooklyn
9th Street,10,3347926.0,4498729.0,3631029.0,3700202.0,3893723.0,3890913.0,3541419.0,5364170.0,3600313.0,3793018.0,Brooklyn
Prospect Avenue,10,2265147.0,2439537.0,2477896.0,2512551.0,,,1138129.0,1201119.0,1180825.0,1220631.0,Brooklyn
25th Street,10,1780133.0,2099826.0,2384212.0,2487440.0,1092181.0,1109762.0,4274377.0,4395298.0,4395561.0,4635438.0,Brooklyn
38th Street,10,3500471.0,3781693.0,3600024.0,3857256.0,4158842.0,4201779.0,4274377.0,3285299.0,3894417.0,3148270.0,Brooklyn
45th Street,10,2707403.0,3072914.0,3153010.0,2938379.0,3320408.0,3838224.0,3501199.0,3620901.0,3445324.0,3997762.0,Brooklyn
53rd Street,10,2516529.0,3057824.0,2937373.0,3043319.0,3381114.0,3424790.0,4681780.0,4805989.0,5035566.0,4870489.0,Brooklyn
59th Street,10,4370212.0,4235579.0,4116971.0,4284777.0,4562107.0,4653564.0,4236846.0,4470232.0,4604758.0,4811422.0,Brooklyn
Bay Ridge Avenue,10,2996543.0,3214888.0,3213462.0,3218479.0,3536410.0,3821082.0,3330095.0,3483632.0,3354025.0,3549399.0,Brooklyn
77th Street,10,1805780.0,2032247.0,2038853.0,2300390.0,3179303.0,,3767669.0,6407439.0,6530470.0,6900509.0,Brooklyn
95th Street (from 10/31/25),10,,,,,,,938445.0,1589286.0,1910666.0,1380426.0,Brooklyn
2170610,10,2170610.0,2172468.0,2250016.0,2523100.0,2918950.0,3192298.0,3330095.0,2483632.0,,,Brooklyn
9th Avenue,10,1188182.0,1286191.0,1345898.0,1577629.0,2029328.0,1755292.0,,4205086.0,4323164.0,4324884.0,Brooklyn
Fort Hamilton Parkway,10,362568.0,1203541.0,1563778.0,2570532.0,2143009.0,3727007.0,9973851.0,3284634.0,3439028.0,3437039.0,Brooklyn
50th Street,10,1516797.0,1769874.0,2105063.0,2310512.0,2515703.0,2871742.0,3121129.0,3566132.0,2570190.0,2466640.0,Brooklyn
55th Street,10,1316751.0,1540702.0,1710880.0,1819802.0,2361440.0,2351449.0,2351449.0,,,,Brooklyn
62nd Street,10,923086.0,1023490.0,403820.0,415774.0,439437.0,433880.0,443729.0,455944.0,451512.0,473004.0,Brooklyn
71st Street,10,1434376.0,1617560.0,1698694.0,1762742.0,2039393.0,,3810506.0,4091473.0,4207940.0,4211250.0,Brooklyn
77th Street,10,1108619.0,1257294.0,1649016.0,1881256.0,2289506.0,2456436.0,,,,,Brooklyn
18th Avenue,10,1745908.0,2060498.0,2169709.0,2201612.0,2327143.0,2315435.0,2318729.0,2354128.0,2519062.0,2669037.0,Brooklyn
20th Avenue,10,1075328.0,1293410.0,1668214.0,1813242.0,8430457.0,2465399.0,2771417.0,3042185.0,3194020.0,3772822.0,Brooklyn
Bay Parkway,10,1101449.0,1421055.0,,,,,372631.0,763274.0,,,Brooklyn
25th Avenue,10,208747.0,120632.0,149613.0,363540.0,468558.0,673099.0,375251.0,,753697.0,720631.0,Brooklyn
CULVER LINE,10,6235840.0,6409806.0,7510130.0,8415856.0,8475461.0,10291840.0,,11299257.0,13224331.0,14741907.0,Brooklyn
Ft. Hamilton P'kway,10,327665.0,477275.0,499944.0,400301.0,263961.0,,2658141.0,2849958.0,2892594.0,2009745.0,Brooklyn
9th Avenue,10,1502001.0,2059500.0,2117697.0,2157335.0,2575419.0,2752333.0,2215390.0,2179522.0,2164642.0,2109178.0,Brooklyn
McDonald Avenue,10,1240510.0,1529242.0,1702043.0,1887291.0,2095663.0,2242042.0,2215390.0,2179522.0,2164642.0,2109178.0,Brooklyn
Church Avenue,10,701571.0,858433.0,1032620.0,,,757138.0,1769310.0,614931.0,947475.0,1015245.0,Brooklyn
Avenue I,10,452810.0,516673.0,543832.0,673228.0,728826.0,,,111973.0,,,Brooklyn
22nd Avenue (Bay P'kway),10,197107.0,195149.0,238928.0,216160.0,226448.0,225738.0,914025.0,630954.0,1022676.0,1187667.0,Brooklyn
Avenue N,10,268090.0,331020.0,336566.0,406366.0,306592.0,845607.0,498538.0,621807.0,743537.0,860546.0,Brooklyn
Avenue P,10,106810.0,106134.0,154162.0,192024.0,,,297733.0,367390.0,422061.0,492961.0,Brooklyn
Kings Highway,10,127680.0,203702.0,194313.0,237700.0,403969.0,,388014.0,426560.0,471719.0,523233.0,Brooklyn
Avenue U,10,80596.0,95176.0,90177.0,95178.0,132410.0,335820.0,,335473.0,392142.0,451505.0,Brooklyn
Avenue X,10,73740.0,23345.0,84503.0,102714.0,133541.0,171112.0,256506.0,338475.0,,,Brooklyn
Van Sicklen Avenue (from 8/1/20),10,100601.0,109085.0,261812.0,333850.0,,,,,,,Brooklyn
Jamaica 1,10,,,,,3196.0,18260081.0,,28597379.0,33217659.0,40145076.0,Brooklyn
3d Avenue (from 6/30/24),10,,,,,,1918.0,3225130.0,3589565.0,3739302.0,4024594.0,Brooklyn
1st Avenue (from 6/30/24),10,,,,,1057.0,2419050.0,3225130.0,3589565.0,3739302.0,4024594.0,Brooklyn
Bedford Avenue (from 6/30/24),10,,,,,1149.0,2946628.0,3884615.0,2795281.0,2701306.0,3851621.0,Brooklyn
Lorimer Street (from 6/30/24),10,,,,,1094.0,1845806.0,2721872.0,2145158.0,2365679.0,2296696.0,Brooklyn
Grand Street (from 6/30/24),10,,,,,1000.0,2085787.0,2718203.0,3004021.0,3163274.0,2229988.0,Brooklyn
Montrose Ave. (from 7/14/25),10,,,,,,,,,,1375355.0,Brooklyn
Jefferson Street (from 7/14/25),10,,,,,,,,,,1868127.0,Brooklyn
Myrtle Avenue (from 7/14/25),10,,,,,,,,,,1456224.0,Brooklyn
Halsey Street (from 7/14/25),10,,,,,,,,,,984445.0,Brooklyn
Bushwick Avenue (from 7/11/26),10,,,,,,,,,,803977.0,Brooklyn
ASTORIA LINE,10,,,,633653.0,4181059.0,8506423.0,7040875.0,7340711.0,7340770.0,7708869.0,Brooklyn
Beebe Avenue (from 4/8/23),10,,,,62553.0,425837.0,530653.0,732046.0,731575.0,723886.0,790466.0,Queens
Washington Avenue (from 4/8/23),10,,,,184927.0,923615.0,1205271.0,1477643.0,1499217.0,1873043.0,1881904.0,Brooklyn
Broadway Avenue (from 4/8/23),10,,,,184927.0,923615.0,1205271.0,1477643.0,1499217.0,1873043.0,1881904.0,Brooklyn
Grand Avenue (from 4/8/23),10,,,,108196.0,684389.0,904969.0,1116084.0,1154093.0,1221762.0,1287103.0,Brooklyn
Hoyt Avenue (from 4/8/23),10,,,,143131.0,888588.0,1456805.0,1844203.0,1929276.0,1964671.0,2047263.0,Brooklyn
Ditmars Avenue (from 4/8/23),10,,,,,,,8706753.0,9175115.0,,,Brooklyn
Beebe Avenue (from 4/8/23),10,,,,104932.0,610194.0,659555.0,827830.0,904267.0,744269.0,705935.0,Queens
Lowery Street (from 4/8/23),10,,,,24652.0,111783.0,138576.0,,,,,Queens
Bliss Street (from 4/8/23),10,,,,43829.0,160550.0,289556.0,412187.0,127086.0,453705.0,527184.0,Queens
Woodside (from 4/8/23),10,,,,,,398718.0,606772.0,592036.0,611404.0,885376.0,Queens
61st Street (from 4/8/23),10,,,,61818.0,314647.0,398718.0,606772.0,592036.0,611404.0,885376.0,Queens
Broadway (from 4/8/23),10,,,,55072.0,285165.0,284423.0,437406.0,475393.0,,,Queens
25th St. (Jackson Hts.) (from 4/8/23),10,,,,76531.0,391832.0,416759.0,664717.0,732700.0,709071.0,821792.0,Queens
Junction Avenue (from 4/8/23),10,,,,211870.0,1253997.0,1965204.0,,,1949589.0,1994581.0,Queens
Alburts Avenue (from 4/8/23),10,,,,103888.0,1433176.0,1742480.0,1936029.0,1916025.0,1792107.0,1562071.0,Queens
111th Street (from 4/8/23),10,,,,,,,,,,841841.0,Queens
Willets Pt. Blvd. (from 1/21/28),10,,,,,,,,,743705.0,,Queens
Main St.-Flushing (from 1/21/28),10,,,,,,,,,,2045420.0,Queens
"Total, City-owned Lines",10,184591976.0,205651027.0,229450577.0,251458229.0,292816845.0,336761610.0,362182749.0,387822298.0,397794550.0,420710635.0,Queens
